Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
243,Ryde,Sacramento Valley,Apr 2016,5.69, ,1.13, ,530, ,11.7,K,74.7,K,48.5,K,60.9, ,91, ,41, ,64,K,48.3,K,6.8, ,61.1, 
243,Ryde,Sacramento Valley,May 2016,7.10, ,0.09, ,608, ,12.8, ,79.3,K,52.3, ,65.3, ,87, ,40, ,61, ,50.9, ,7.4, ,66.1, 
243,Ryde,Sacramento Valley,Jun 2016,8.66, ,0.00, ,699, ,12.7, ,88.9,K,54.4,K,71.4,K,82, ,27, ,49,K,50.7,K,7.3,K,70.8, 
243,Ryde,Sacramento Valley,Jul 2016,9.04,K,0.00,K,697,K,13.4,K,91.5,K,56.4, ,72.9,K,82,K,26,K,49,K,52.2,K,7.4,K,73.9,K
243,Ryde,Sacramento Valley,Aug 2016,7.90, ,0.00, ,616, ,13.5, ,90.3, ,55.6,K,70.5, ,85, ,27, ,53, ,52.4, ,7.7, ,72.1, 
243,Ryde,Sacramento Valley,Sep 2016,5.78, ,0.00, ,474, ,11.9, ,87.8,K,51.8,K,68.5, ,83, ,24, ,50, ,49.1, ,5.8, ,68.9, 
243,Ryde,Sacramento Valley,Oct 2016,3.13,K,4.51,L,293,L,12.7,L,74.3,L,49.6,L,61.2,L,91,L,45,L,69,L,50.4,L,4.9,L,63.2,L
243,Ryde,Sacramento Valley,Nov 2016,1.67, ,1.26, ,226, ,11.7, ,66.0, ,42.3, ,53.2,K,96, ,60, ,83,K,48.2,K,3.4, ,57.3, 
243,Ryde,Sacramento Valley,Dec 2016,1.23,K,4.28, ,176, ,8.5,K,55.3,K,35.4, ,44.5,K,94, ,63, ,83,K,39.4,K,4.7,K,48.7,K
243,Ryde,Sacramento Valley,Jan 2017,1.21,K,9.60, ,172, ,9.6,K,57.4, ,38.4,K,46.1,K,99, ,67, ,89,L,42.6,L,6.6,K,48.2, 
243,Ryde,Sacramento Valley,Feb 2017,1.64, ,0.09, ,236, ,11.8,K,64.5, ,43.4,K,52.1,K,100, ,66, ,86,L,47.4,L,6.5,K,52.0, 
243,Ryde,Sacramento Valley,Mar 2017,3.76, ,0.04,K,403,K,11.8,K,72.9,K,40.4,K,54.7, ,99, ,51, ,80,K,48.6,K,5.1,K,53.2,K
243,Ryde,Sacramento Valley,Apr 2017,4.37, ,3.07, ,468,K,11.5, ,69.7, ,45.0,K,57.1, ,95, ,50, ,73, ,48.0, ,5.3,K,56.5,K
243,Ryde,Sacramento Valley,May 2017,7.70,K,0.01,K,659,K,11.9,K,80.8,K,51.3, ,65.4,K,85, ,34, ,56,K,48.7,K,7.8, ,62.6, 
243,Ryde,Sacramento Valley,Jun 2017,8.18,K,2.72, ,679, ,14.1,K,87.0,K,56.8,K,71.4,K,79, ,34, ,54,L,52.4,L,6.8,K,69.3, 
243,Ryde,Sacramento Valley,Jul 2017,8.92, ,3.32,K,684, ,13.3,K,93.6,K,55.7,K,74.2, ,80, ,26, ,47,K,52.1,K,5.8,K,74.1, 
243,Ryde,Sacramento Valley,Aug 2017,7.40,K,0.00, ,574, ,15.0, ,90.4,K,58.5,K,72.7,K,82,K,34,K,55,K,55.4,K,6.6, ,74.1,K
243,Ryde,Sacramento Valley,Sep 2017,5.64, ,0.00, ,452, ,13.4,K,87.6,K,55.2,K,70.5,K,81, ,29, ,52,K,51.5,K,6.1, ,72.2,K
243,Ryde,Sacramento Valley,Oct 2017,4.49,K,0.14, ,362, ,8.7,K,80.2,K,42.3,K,60.6, ,83, ,23, ,49,K,40.0,K,5.0,K,62.9, 
243,Ryde,Sacramento Valley,Nov 2017,1.51, ,1.64, ,194, ,11.3,K,64.9,K,43.5,K,53.7,K,95, ,56, ,79,K,47.3,K,3.6, ,57.9, 
243,Ryde,Sacramento Valley,Dec 2017,1.85,K,0.09,K,195,K,7.1,K,60.8, ,31.9, ,44.8,K,95,K,42,K,71, ,35.5, ,4.0,K,49.0,K
243,Ryde,Sacramento Valley,Jan 2018,0.90,K,5.38,K,142, ,11.1,K,57.7, ,41.2,K,49.2,K,100, ,75, ,92,K,46.9,K,3.8, ,50.6, 
243,Ryde,Sacramento Valley,Feb 2018,2.79,K,0.24,L,329,K,8.0,L,64.1,K,35.7,K,49.2,K,95, ,37, ,66,L,37.6,L,5.4,L,50.5,K
243,Ryde,Sacramento Valley,Mar 2018,2.91,K,5.02, ,359, ,11.1,K,64.7,K,40.7,K,52.3, ,99, ,57, ,82,K,46.7,K,4.8,K,52.4,K
243,Ryde,Sacramento Valley,Apr 2018,5.18,K,3.03, ,518, ,6.1,K,70.8, ,44.9,K,57.4, ,66,K,15,K,64,L,42.4,L,5.1,K,57.3,K
243,Ryde,Sacramento Valley,May 2018,8.11,K,0.31, ,639, ,0.8,K,77.7, ,50.6,K,63.3, ,6,K,2,K,67,L,50.0,L,8.3, ,62.5, 
243,Ryde,Sacramento Valley,Jun 2018,8.41,K,0.27, ,721, ,14.5,K,87.7,K,53.3,K,70.1, ,90, ,37, ,58,K,54.4,K,6.9,K,68.0, 
243,Ryde,Sacramento Valley,Jul 2018,8.88, ,0.00, ,654, ,14.2, ,93.3, ,58.4,K,74.2,K,81, ,29, ,50,K,53.8,K,7.4, ,72.1, 
243,Ryde,Sacramento Valley,Aug 2018,8.00,K,0.01, ,592,K,7.9,K,89.1,K,53.9,K,70.1, ,52,K,15,K,50,L,52.4,L,6.6, ,71.5, 
243,Ryde,Sacramento Valley,Sep 2018,6.18,K,0.01, ,517, ,0.8,K,87.7, ,49.1,K,67.3, ,13,K,0,K,25,L,28.1,L,5.5, ,68.8, 
243,Ryde,Sacramento Valley,Oct 2018,4.97,K,0.02, ,376, ,5.8,K,80.3, ,46.0,K,62.5, ,62,K,13,K,46,L,37.7,L,5.6,K,64.6, 
243,Ryde,Sacramento Valley,Nov 2018,2.02,K,3.33, ,209, ,8.4,K,67.5, ,36.8,K,50.6,K,90, ,40, ,65,K,38.4,K,4.0,K,55.1,K
243,Ryde,Sacramento Valley,Dec 2018,1.29, ,4.03, ,170, ,9.4, ,57.1, ,38.3, ,47.3, ,97, ,65, ,84, ,42.6, ,4.7,K,51.6, 
243,Ryde,Sacramento Valley,Jan 2019,1.25,K,1.63, ,175, ,10.4,K,58.8, ,40.7, ,48.8,K,98, ,67, ,87,K,44.9,K,4.4,K,50.4, 
243,Ryde,Sacramento Valley,Feb 2019,1.63,K,0.06, ,243,K,8.8, ,55.4,K,39.6, ,46.9,K,95, ,59, ,79,K,40.7,K,6.7,K,50.4, 
243,Ryde,Sacramento Valley,Mar 2019,3.01,K,0.05, ,356, ,10.5, ,63.3, ,42.3, ,52.4, ,96, ,55, ,78, ,45.6, ,5.0, ,53.4, 
243,Ryde,Sacramento Valley,Apr 2019,4.98, ,0.03,K,522,K,12.9,K,72.9,K,47.5, ,59.8, ,96, ,51, ,73,L,50.7,L,5.5,K,58.4, 
243,Ryde,Sacramento Valley,May 2019,5.85, ,2.72, ,587,K,12.9,K,73.7, ,48.6,K,60.2, ,94, ,51, ,72,K,51.1,K,6.2,K,61.8,K
243,Ryde,Sacramento Valley,Jun 2019,8.74, ,0.00, ,716,K,13.7,K,88.3,K,55.9,K,71.2,K,83, ,31, ,53,K,52.5,K,7.9,K,67.5, 
243,Ryde,Sacramento Valley,Jul 2019,8.54, ,0.00, ,675, ,14.4, ,90.3, ,54.8,K,72.3, ,87, ,30, ,53, ,54.2, ,6.1, ,71.0, 
243,Ryde,Sacramento Valley,Aug 2019,7.86, ,0.00, ,613, ,15.2,K,92.8,K,56.8,K,73.7,K,87, ,29, ,54,K,55.8,K,6.3,K,72.4, 
243,Ryde,Sacramento Valley,Sep 2019,5.80, ,0.35, ,490, ,13.2, ,86.1, ,51.5,K,68.6, ,88, ,29, ,55, ,51.7, ,6.0, ,69.5, 
243,Ryde,Sacramento Valley,Oct 2019,4.70, ,1.34, ,367, ,7.8,K,78.9, ,40.3,K,58.9,K,84, ,20, ,46,K,37.0,K,5.4,K,60.5,K
243,Ryde,Sacramento Valley,Nov 2019,2.02,K,0.81, ,228, ,8.3,K,69.3, ,35.5,K,51.1,K,93,K,36,K,65,K,39.4,K,3.0, ,54.2,K
243,Ryde,Sacramento Valley,Dec 2019,0.82,K,4.26, ,145, ,10.6,K,57.4, ,41.2,K,48.7,K,98, ,70, ,89,K,45.4,K,2.3,K,52.9, 
243,Ryde,Sacramento Valley,Jan 2020,1.20,K,1.48, ,184, ,9.9,K,56.9, ,37.3, ,47.0, ,99,K,71,K,89, ,44.0, ,3.7, ,50.1, 
243,Ryde,Sacramento Valley,Feb 2020,2.92,K,0.02, ,355,K,7.9, ,67.1,K,35.6, ,50.4, ,92, ,36, ,63, ,37.8, ,4.1,K,50.0, 
243,Ryde,Sacramento Valley,Mar 2020,2.94,K,1.92, ,356, ,9.5, ,64.4,K,40.9,K,52.3, ,94, ,48, ,72, ,42.9, ,3.1,K,52.9,K
243,Ryde,Sacramento Valley,Apr 2020,5.06,K,2.38, ,498, ,11.2, ,73.4, ,46.2,K,59.4, ,92, ,42, ,65, ,47.2, ,5.2,K,57.2,K
243,Ryde,Sacramento Valley,May 2020,7.52,K,0.16, ,630,K,11.7,K,82.8,K,50.4,K,66.4,K,88, ,30, ,54,K,48.4,K,6.9,K,64.8, 
243,Ryde,Sacramento Valley,Jun 2020,8.79, ,0.03, ,706,K,12.6,K,88.7,K,55.4,K,71.3,K,80, ,27, ,48,K,50.3,K,7.8,K,69.7, 
243,Ryde,Sacramento Valley,Jul 2020,8.89, ,0.00, ,673, ,13.2, ,91.7, ,55.0,K,71.8, ,85, ,26, ,50, ,51.9, ,7.9,K,72.4, 
243,Ryde,Sacramento Valley,Aug 2020,7.43,K,0.03, ,530, ,14.8,K,94.8,K,59.0,K,75.6,K,83,K,27,K,51,L,54.3,L,6.3, ,74.7,K
244,Biggs,Sacramento Valley,Jun 2015,3.65,K,,M,737,K,,M,96.2, ,62.5,K,80.0,K,81,K,25,K,,M,,M,,M,77.3,K
244,Biggs,Sacramento Valley,Jul 2015,7.85, ,,M,658,K,,M,93.1,K,62.4,K,77.4, ,84, ,32, ,,M,,M,,M,77.8, 
244,Biggs,Sacramento Valley,Aug 2015,6.92,K,,M,595,K,,M,91.7,K,58.3, ,74.7, ,79,K,10,K,,M,,M,,M,76.1, 
244,Biggs,Sacramento Valley,Sep 2015,5.06,K,,M,459,K,,M,89.9,K,54.9, ,70.6,K,43,K,4,K,,M,,M,,M,71.4, 
244,Biggs,Sacramento Valley,Oct 2015,4.19,K,0.01,L,341, ,2.9,L,84.8,K,52.9,K,67.1, ,17,K,6,K,60,L,48.3,L,3.7,L,67.6, 
244,Biggs,Sacramento Valley,Nov 2015,1.89, ,1.81, ,239,K,8.9, ,63.0, ,38.9,K,49.6, ,94, ,45, ,71, ,40.4, ,4.3, ,55.1, 
244,Biggs,Sacramento Valley,Dec 2015,1.00, ,1.35, ,142, ,8.9, ,54.9, ,38.2, ,46.4, ,96, ,61, ,81, ,40.6, ,5.2,K,48.9, 
244,Biggs,Sacramento Valley,Jan 2016,1.02, ,4.72, ,144, ,10.5, ,56.6, ,43.3,K,49.4, ,97, ,70, ,86, ,45.2, ,5.4,K,49.9, 
244,Biggs,Sacramento Valley,Feb 2016,2.39,K,0.57, ,294,K,10.5, ,68.7,K,43.1, ,54.8,K,97, ,46, ,72,L,45.5,L,4.2, ,53.3, 
244,Biggs,Sacramento Valley,Mar 2016,3.03, ,5.05,K,349,K,11.8,K,68.0, ,47.5,K,57.0, ,93, ,52, ,74,K,48.4,K,5.8,K,58.0, 
244,Biggs,Sacramento Valley,Apr 2016,5.78, ,0.41,K,558,K,11.1, ,77.6,K,50.3,K,64.0,K,84, ,35, ,55,K,46.8,K,5.4,K,64.6, 
244,Biggs,Sacramento Valley,May 2016,6.55, ,0.76, ,608,K,14.5, ,83.5, ,57.7, ,69.9, ,87, ,37, ,59, ,54.2, ,4.1, ,70.9,K
244,Biggs,Sacramento Valley,Jun 2016,7.28, ,0.07, ,671,K,17.2,K,91.3,K,60.9,K,75.6,K,86, ,34, ,57,K,58.9,K,3.7, ,73.5, 
244,Biggs,Sacramento Valley,Jul 2016,7.86, ,0.00, ,710,K,18.7,K,92.7, ,61.7,K,77.1, ,88, ,38, ,59,K,61.4,K,3.6, ,76.6, 
244,Biggs,Sacramento Valley,Aug 2016,6.75, ,0.00, ,625,K,19.4,K,92.7, ,60.7, ,76.0, ,94, ,42, ,63,K,62.6,K,3.0, ,75.9, 
244,Biggs,Sacramento Valley,Sep 2016,5.25, ,0.00, ,501,K,16.4,K,91.0, ,55.0, ,72.3, ,92, ,34, ,60,K,57.5,K,3.2, ,69.4, 
244,Biggs,Sacramento Valley,Oct 2016,2.73,K,3.12,K,288,K,13.5,K,76.7,K,49.7,K,62.0,K,95,L,47,L,72,L,52.5,L,4.0,K,63.3,K
244,Biggs,Sacramento Valley,Nov 2016,1.54, ,2.00, ,211, ,12.7,K,68.4,K,45.6,K,55.6,K,99, ,57, ,83,K,50.3,K,3.2, ,57.1, 
244,Biggs,Sacramento Valley,Dec 2016,1.17,K,2.76,K,169, ,8.8,K,58.4,K,37.6,K,46.5,K,96, ,60, ,81,K,40.5,K,4.2, ,47.9, 
244,Biggs,Sacramento Valley,Jan 2017,1.23, ,5.96,K,174, ,9.3,K,55.5, ,40.5, ,47.1, ,96, ,65, ,83,K,42.2,K,6.2,K,47.0, 
244,Biggs,Sacramento Valley,Feb 2017,1.56, ,5.76, ,227,K,11.1, ,60.2, ,46.2,K,52.7,K,95, ,63, ,80,K,46.7,K,6.9,K,52.1, 
244,Biggs,Sacramento Valley,Mar 2017,3.42, ,2.10, ,368,K,11.9, ,69.8,K,47.4,K,57.6, ,94, ,48, ,73, ,48.6, ,5.0,K,55.5, 
244,Biggs,Sacramento Valley,Apr 2017,4.52, ,2.22, ,469,K,12.0,K,73.4, ,48.3, ,60.4, ,94, ,44, ,68,K,49.0,K,5.1, ,59.0, 
244,Biggs,Sacramento Valley,May 2017,7.50, ,0.11, ,656, ,14.1,K,87.5,K,55.2,K,71.7,K,84, ,31, ,52,K,52.9,K,4.8, ,67.5, 
244,Biggs,Sacramento Valley,Jun 2017,7.80,K,0.60, ,683,K,20.4,K,95.0,K,61.6,L,80.1,K,84,K,35,K,57,L,60.3,L,3.9, ,72.4, 
244,Biggs,Sacramento Valley,Jul 2017,8.52,K,0.00, ,713,K,21.8,K,105.2,K,65.7,K,85.2,K,88,K,30,K,52,L,65.5,L,3.2, ,77.6, 
244,Biggs,Sacramento Valley,Aug 2017,7.13,K,0.00, ,593, ,22.8,K,102.8,L,66.0,L,82.8,L,90,K,37,K,60,L,65.4,L,3.3, ,78.4, 
244,Biggs,Sacramento Valley,Sep 2017,5.36,K,0.01, ,473, ,20.1,K,98.6,L,60.4,L,77.9,L,87,K,35,K,56,L,56.0,L,4.0, ,73.6, 
244,Biggs,Sacramento Valley,Oct 2017,4.55,K,0.15, ,381,K,10.9, ,89.1,K,46.6,K,65.3,K,84, ,27, ,52,L,45.7,L,4.7,K,61.8, 
244,Biggs,Sacramento Valley,Nov 2017,1.34, ,2.24, ,182, ,12.4,K,65.8, ,47.6,K,55.4,K,96, ,62, ,82,K,49.9,K,3.9, ,57.0, 
244,Biggs,Sacramento Valley,Dec 2017,1.73, ,0.06,K,195, ,8.0, ,64.7,K,36.0, ,47.7, ,93, ,45, ,72, ,38.7, ,3.7,K,48.2, 
244,Biggs,Sacramento Valley,Jan 2018,0.99, ,3.17, ,151, ,11.1,K,59.0, ,43.5,K,50.4,K,99, ,71, ,89,K,47.1,K,3.8, ,50.3, 
244,Biggs,Sacramento Valley,Feb 2018,2.91,K,0.26, ,319,K,7.8,K,69.7,L,38.7,L,53.6,L,81,K,24,K,61,L,41.3,L,5.0, ,50.5, 
244,Biggs,Sacramento Valley,Mar 2018,3.30, ,2.80, ,376,K,9.8, ,65.9, ,40.9,K,52.9,K,95, ,47, ,71,K,43.5,K,5.3,K,53.7, 
244,Biggs,Sacramento Valley,Apr 2018,4.85, ,2.50, ,509,K,11.5,K,74.8, ,46.1, ,60.4, ,93, ,40, ,64,K,47.9,K,4.5, ,60.3, 
244,Biggs,Sacramento Valley,May 2018,6.95, ,0.16, ,622,K,14.5, ,84.0, ,56.0, ,69.4, ,86, ,38, ,59, ,54.3, ,4.9,K,67.5, 
244,Biggs,Sacramento Valley,Jun 2018,8.27, ,0.00, ,724,K,17.9,K,95.5,K,62.1,K,78.4,K,86,K,32,K,54,K,60.0,K,4.4, ,74.4, 
244,Biggs,Sacramento Valley,Jul 2018,7.71,K,0.00, ,643, ,23.7,K,102.1,L,67.9,L,84.2,K,89,K,40,K,57,L,66.1,L,2.9,K,76.2, 
244,Biggs,Sacramento Valley,Aug 2018,6.21,K,0.00, ,550, ,21.6,K,98.3,K,62.6,K,78.1,K,97,K,41,K,66,L,64.5,L,2.5,K,71.6, 
244,Biggs,Sacramento Valley,Sep 2018,5.18,K,0.00, ,508,K,16.2,L,93.9,L,53.7,L,71.7,L,93,K,31,K,56,L,52.1,L,2.9, ,67.3,L
244,Biggs,Sacramento Valley,Oct 2018,3.84, ,0.28, ,361,K,10.9,K,81.0, ,47.5, ,62.7, ,86, ,32, ,56,K,45.8,K,4.0, ,62.4, 
244,Biggs,Sacramento Valley,Nov 2018,1.82, ,2.95, ,192,K,9.0, ,65.9, ,40.6, ,52.0,K,93, ,45, ,68,K,40.6,K,4.1,K,53.9, 
244,Biggs,Sacramento Valley,Dec 2018,1.23, ,1.65, ,165, ,9.3, ,57.6, ,40.0, ,48.1, ,97, ,62, ,81, ,42.3, ,4.3,K,49.4, 
244,Biggs,Sacramento Valley,Jan 2019,1.17, ,3.91, ,167, ,10.4, ,59.3,K,41.4, ,49.4, ,97, ,67, ,85, ,45.0, ,4.6,K,48.7, 
244,Biggs,Sacramento Valley,Feb 2019,1.54, ,8.04,K,234,K,8.5, ,55.1, ,40.5, ,47.0, ,93, ,58, ,76, ,39.7, ,6.3,K,48.4, 
244,Biggs,Sacramento Valley,Mar 2019,2.98, ,3.12, ,362,K,10.3, ,64.3, ,43.9, ,53.5, ,94, ,52, ,74, ,45.0, ,4.9,K,53.5, 
244,Biggs,Sacramento Valley,Apr 2019,4.88, ,0.47, ,489,K,12.7,K,76.0, ,50.0,K,62.9,K,91, ,42, ,65,K,50.5,K,4.9, ,60.4, 
244,Biggs,Sacramento Valley,May 2019,6.08, ,2.67, ,590,K,13.2, ,78.2,K,51.9, ,64.7, ,91, ,43, ,64, ,51.5, ,5.0,K,65.9, 
244,Biggs,Sacramento Valley,Jun 2019,7.83, ,0.00, ,705,K,17.4,K,90.1, ,61.1,K,75.7, ,88, ,36, ,57,K,58.9,K,4.1,K,72.8, 
244,Biggs,Sacramento Valley,Jul 2019,7.60, ,0.00, ,690,K,19.4,K,91.0, ,61.1,K,76.4, ,90, ,42, ,62,K,62.5,K,3.3, ,74.2, 
244,Biggs,Sacramento Valley,Aug 2019,6.73, ,0.00, ,615, ,19.3,K,92.9, ,60.0, ,75.6, ,92, ,40, ,64,K,62.4,K,3.1, ,75.5, 
244,Biggs,Sacramento Valley,Sep 2019,5.02,K,0.22, ,489, ,15.0, ,85.7, ,52.7,K,68.5,K,91, ,38, ,63,K,55.1,K,3.8, ,69.0, 
244,Biggs,Sacramento Valley,Oct 2019,4.29, ,0.00, ,388,K,8.0,K,79.5, ,41.7,K,59.1,K,85, ,22, ,46,K,37.8,K,4.4,K,58.9,K
244,Biggs,Sacramento Valley,Nov 2019,2.14, ,0.80, ,253, ,9.0, ,71.5,K,38.8, ,52.4, ,95, ,38, ,67, ,41.4, ,3.1,K,53.1,K
244,Biggs,Sacramento Valley,Dec 2019,0.88, ,4.74, ,135, ,10.5, ,56.6, ,42.2, ,48.7, ,98, ,73, ,88, ,45.3, ,4.1, ,49.9, 
244,Biggs,Sacramento Valley,Jan 2020,1.16, ,1.15,K,168, ,10.0, ,57.0, ,40.6, ,48.3,K,98, ,69, ,86,K,44.2,K,4.2, ,48.2, 
244,Biggs,Sacramento Valley,Feb 2020,2.99, ,0.02, ,335, ,8.0, ,69.4,K,38.2, ,52.3,K,90, ,33, ,60,K,38.1,K,4.6,K,49.4, 
244,Biggs,Sacramento Valley,Mar 2020,3.54,K,0.59, ,379,K,8.8, ,66.7,K,39.9,K,53.0,K,91, ,41, ,65,K,41.0,K,5.1, ,52.5, 
244,Biggs,Sacramento Valley,Apr 2020,5.30, ,0.87, ,529,K,10.9,K,77.0,K,47.2,K,62.1,K,85, ,36, ,57,K,46.0,K,4.5, ,59.9, 
244,Biggs,Sacramento Valley,May 2020,6.71, ,0.95, ,611,K,13.8,K,82.9, ,56.3,K,69.3,K,87, ,34, ,56,L,52.0,L,5.0, ,66.5, 
244,Biggs,Sacramento Valley,Jun 2020,7.68, ,0.01, ,696,K,16.7,K,90.5,K,60.5,K,74.7, ,83, ,34, ,55,K,57.6,K,4.3,K,71.3, 
244,Biggs,Sacramento Valley,Jul 2020,7.75, ,0.00, ,703,K,18.8, ,91.5, ,60.3, ,76.0, ,88, ,42, ,61, ,61.6, ,3.2, ,74.0, 
244,Biggs,Sacramento Valley,Aug 2020,6.14,K,0.05, ,547,K,20.1,K,93.1,K,63.2,K,77.1,K,90, ,42, ,63,K,63.6,K,3.2, ,74.4, 
245,Coto de Caza,South Coast Valleys,Oct 2015,3.05,K,0.13,L,361,K,10.5,L,85.3,K,59.4,K,71.0,K,86,K,40,K,44,L,44.9,L,3.4,L,69.8,K
245,Coto de Caza,South Coast Valleys,Nov 2015,2.93,K,0.26, ,330,K,7.7, ,73.3,K,44.6,K,57.8,K,75, ,27, ,50,L,36.9,L,3.3, ,60.4, 
245,Coto de Caza,South Coast Valleys,Dec 2015,2.22, ,2.16, ,266,K,7.5,K,66.8,K,39.9,K,52.3, ,82, ,34, ,56,K,35.4,K,3.2, ,54.4, 
245,Coto de Caza,South Coast Valleys,Jan 2016,1.80,L,3.44,L,233,L,9.9,L,65.4,L,43.0,L,53.3,L,91,L,47,L,71,L,43.1,L,3.0,L,53.3,L
245,Coto de Caza,South Coast Valleys,Feb 2016,3.81,K,0.31, ,420,K,8.0, ,79.0,K,46.8,K,61.6,L,70,K,24,K,48,L,38.6,L,3.4, ,56.9, 
245,Coto de Caza,South Coast Valleys,Mar 2016,4.28, ,1.59,K,477,K,11.7, ,72.0, ,46.0, ,57.7, ,96, ,45, ,72, ,48.3, ,3.2, ,60.3, 
245,Coto de Caza,South Coast Valleys,Apr 2016,5.21,K,0.44, ,547,K,11.2,K,74.9,K,48.5, ,61.4,K,88,K,41,K,63,K,46.8,K,3.5, ,62.2, 
245,Coto de Caza,South Coast Valleys,May 2016,4.91, ,0.21, ,522, ,14.3, ,72.2, ,53.0,K,60.9, ,95, ,58, ,78, ,53.9, ,3.8,K,63.9, 
245,Coto de Caza,South Coast Valleys,Jun 2016,6.49,K,0.09,K,647,K,16.5,K,82.4,L,58.2,K,68.2,L,93,K,49,K,72,L,58.5,L,3.8,K,67.8, 
245,Coto de Caza,South Coast Valleys,Jul 2016,7.60,K,0.24, ,696,K,17.9, ,87.5,L,60.5, ,72.4,K,94,K,41,K,67,K,60.2,K,3.7,K,70.4, 
245,Coto de Caza,South Coast Valleys,Aug 2016,6.91,K,0.28, ,633,K,18.1,K,87.7,K,60.1, ,71.8,K,94, ,43, ,70,L,61.2,L,3.3,K,70.4, 
245,Coto de Caza,South Coast Valleys,Sep 2016,5.16,K,0.08,K,513,K,15.3,K,84.6,K,57.2,K,69.5,K,89,K,41,K,65,L,56.1,L,3.3,K,67.2,K
245,Coto de Caza,South Coast Valleys,Oct 2016,3.83,K,0.37,L,381,L,13.5,L,80.3,L,53.3,L,65.6,L,90,K,42,K,65,L,51.7,L,2.8,L,63.0,L
245,Coto de Caza,South Coast Valleys,Nov 2016,2.99,K,1.37, ,314,K,9.4, ,77.6,K,48.1,K,61.3,K,82,K,30,K,54,L,42.0,L,3.0, ,58.4, 
245,Coto de Caza,South Coast Valleys,Dec 2016,1.86, ,4.35, ,222,K,9.8,K,66.7,K,43.3, ,54.4,K,90, ,46, ,68,K,41.7,K,3.1,K,53.8, 
245,Coto de Caza,South Coast Valleys,Jan 2017,1.82,K,10.31,K,235,K,10.0, ,64.0, ,43.7, ,53.1,K,90, ,54, ,75,K,43.2,K,2.9, ,52.5, 
245,Coto de Caza,South Coast Valleys,Feb 2017,1.97, ,3.80, ,277,K,11.8,K,65.5, ,45.8,K,55.0, ,98, ,57, ,79,K,48.3,K,2.9,K,53.7, 
245,Coto de Caza,South Coast Valleys,Mar 2017,4.76,K,0.33,K,498,K,10.8,K,76.4,K,46.6, ,60.2,K,91, ,34, ,61,K,45.6,K,3.2, ,55.3, 
245,Coto de Caza,South Coast Valleys,Apr 2017,5.82, ,0.19, ,603,K,11.5,K,76.8,K,48.1, ,61.7, ,93, ,36, ,64,L,48.5,L,3.4,K,57.4,K
245,Coto de Caza,South Coast Valleys,May 2017,5.41,K,0.83,K,558,K,13.6,K,74.6,K,51.0,K,61.7,K,96,K,52,K,73,K,52.4,K,3.6,K,59.9,K
245,Coto de Caza,South Coast Valleys,Jun 2017,6.64,K,0.26,K,665,K,16.7, ,82.9,K,55.9,K,67.8,K,97,K,48,K,73,K,58.2,K,3.4,K,64.3,K
245,Coto de Caza,South Coast Valleys,Jul 2017,7.09,K,0.30,K,649,K,20.4,K,88.9,K,62.1, ,73.3,K,98,K,48,K,73,K,64.0,K,3.4,K,68.4,K
245,Coto de Caza,South Coast Valleys,Aug 2017,6.61,K,0.47,K,606,K,20.8,K,89.6,K,62.9, ,73.3,K,98, ,49, ,75,L,64.4,L,3.5, ,69.7, 
245,Coto de Caza,South Coast Valleys,Sep 2017,4.63,K,0.01, ,453, ,16.9,K,83.7,K,58.3,K,69.9,K,92,K,45,K,68,K,57.9,K,3.2, ,68.0,K
245,Coto de Caza,South Coast Valleys,Oct 2017,4.26,K,0.09, ,412,K,12.2, ,84.0,K,54.4,K,66.1,L,83,K,34,K,61,L,50.1,L,3.3,K,63.0,K
245,Coto de Caza,South Coast Valleys,Nov 2017,2.48,K,1.57, ,282, ,12.0, ,76.2,K,49.1, ,60.9,K,90,K,40,K,67,K,48.9,K,2.7, ,59.5, 
245,Coto de Caza,South Coast Valleys,Dec 2017,3.02,K,0.00, ,273, ,5.8, ,75.0,K,45.0, ,58.2,K,62,K,18,K,38,L,28.4,L,3.5,K,53.9, 
245,Coto de Caza,South Coast Valleys,Jan 2018,2.61,K,2.33, ,278, ,8.7,K,74.0,K,46.0,K,58.3,L,77,K,32,K,56,L,40.3,L,3.1, ,53.7, 
245,Coto de Caza,South Coast Valleys,Feb 2018,3.16,K,0.49, ,389,K,7.1,K,69.7,K,41.4,K,54.4,K,77, ,26, ,49,K,34.6,K,3.4, ,52.8, 
245,Coto de Caza,South Coast Valleys,Mar 2018,3.94, ,2.38,K,429,K,9.2,K,69.5, ,45.3, ,56.7, ,81, ,37, ,59,K,40.9,K,3.3, ,54.1, 
245,Coto de Caza,South Coast Valleys,Apr 2018,5.45,K,0.10, ,566,K,9.8,K,75.1,K,47.9,K,60.2,K,81, ,33, ,56,K,43.4,K,3.5, ,58.2,K
